person_x,kinsman,person_gender,kinsman_gender,ontology_kinship
"Bardas, son-in-law of the doux and vestarches Paulos",Paulos Armenopolos,Male,Male,SonInLawOf
"Konstantinos Kourtikios, son-in-law of Eirene Doukaina","Eirene Doukaina, wife of Alexios I",,Female,SonInLawOf
"Richard, prince of Capua","father-in-law of Richard, prince of Capua",,,SonInLawOf
son-in-law of Beatrice of Tuscany,"Beatrice, countess of Tuscany",,,SonInLawOf
Emperor Romanos III Argyros,Emperor Konstantinos VIII,Male,Male,SonInLawOf
"Andronikos Doukas, son of the kaisar Ioannes","Ioannes Doukas, kaisar",Male,Male,SonOf
Emperor Isaakios I Komnenos,Manuel Komnenos Erotikos,Male,Male,SonOf
"Manuel Komnenos, eldest brother of Alexios I","Ioannes Komnenos, father of Alexios I",Male,Male,SonOf
Emperor Michael VII Doukas,Empress Eudokia Makrembolitissa,Male,Female,SonOf
"Michael Doukas, brother of Eirene Doukaina","Andronikos Doukas, son of the kaisar Ioannes",,Male,SonOf
"Manuel eldest son of Andronikos I, sebastokrator",Emperor Andronikos I Komnenos,Male,,SonOf
"Roger Borsa, Duke of Apulia, son of Robert Guiscard",Robert Guiscard,Male,Male,SonOf
"Andronikos Doukas, son of the kaisar Ioannes","Eirene Pegonitissa, wife of Ioannes the kaisar",Male,Female,SonOf
"Andronikos Doukas, brother of Michael VII",Emperor Romanos IV Diogenes,Male,Male,StepSonOf
"Konstantios Doukas, brother of Michael VII",Emperor Romanos IV Diogenes,Male,Male,StepSonOf
Emperor Michael VII Doukas,Emperor Romanos IV Diogenes,Male,Male,StepSonOf
"Fakhr al-Mulk Ridwan, ruler of Aleppo","Janah al-Dawla, amir of Homs",Male,,StepSonOf
Anna Dalassene,"Anna Komnene, daughter of Alexios I and historian",Female,Female,GrandMotherOf
"Cecilia of France, wife of Tancred of Hauteville, then of Pons of Tripoli","Raymond III, count of Tripoli",Female,,GrandMotherOf
Anna Dalassene,"Anna Komnene, daughter of Alexios I and historian",Female,Female,GrandMotherOf
Anna Dalassene,"daughter (Anna?) of Manuel Komnenos, brother of Alexios I",Female,Female,GrandMotherOf
"Eirene Doukaina, wife of Alexios I","Eirene Doukaina, daughter of Anna Komnene",Female,,GrandMotherOf
"Maria of Bulgaria, wife of Andronikos Doukas","Anna Komnene, daughter of Alexios I and historian",Female,Female,GrandMotherOf
"Maria, daughter of Alexios I Komnenos","granddaughter of Maria (daughter of Alexios I), who died before her grandmother",Female,,GrandMotherOf
"Anna the kouropalatissa, mother of Nikephoros Bryennios the usurper","(Ioannes) Bryennios the patrikios, father of the kaisar",Female,Male,GrandMotherOf
"Kale, paroikos at Gamma (Meander region)","Ioannes, grandson of paroikos Kale at Gamma (Meander region)",Male,Male,GrandMotherOf
"Kyriake, epoikos on Patmos","Niketas, grandson of epoikos Kyriake of Patmos",Female,Male,GrandMotherOf
mother of wife of donor to Nea Kome (monastery),daughter of donor to monastery of Nea Kome,Female,Female,GrandMotherOf
"Maria Kastorissa, patrikia",grandson of Maria Kastorissa,Female,Male,GrandMotherOf
"Eirene Pegonitissa, wife of Ioannes the kaisar","Michael Doukas, brother of Eirene Doukaina",Female,,GrandMotherOf
"Eirene Pegonitissa, wife of Ioannes the kaisar","Ioannes Doukas, brother of Eirene Doukaina",Female,Male,GrandMotherOf
"Eirene Pegonitissa, wife of Ioannes the kaisar","Eirene Doukaina, wife of Alexios I",Female,Female,GrandMotherOf
Anna Dalassene,Emperor Isaakios I Komnenos,Female,Male,SisterOf
"Anna Komnene, daughter of Alexios I and historian","Nikephoros Katakalon Euphorbenos, son-in-law of Alexios I",Female,,SisterOf
Empress Theodora,Emperor Konstantinos IX Monomachos,Female,Male,SisterOf
"Anastaso, sister-in-law of Michael Attaleiates",Michael Attaleiates,Female,Male,SisterOf
"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Emperor Alexios I Komnenos,Female,Male,SisterOf
"Eirene Pegonitissa, wife of Ioannes the kaisar",Emperor Konstantinos X Doukas,Female,Male,SisterOf
Anna Dalassene,"Botaneiates, grandson (Nikephoros?) of Nikephoros III",Female,Male,GrandMotherOf
Anna Dalassene,"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Female,Female,MotherOf
Anna Dalassene,"Eirene Doukaina, wife of Alexios I",Female,Female,MotherOf
"baker, mother-in-law of Iveron act witness Ioannes","Ioannes, son-in-law of a baker and witness to Iveron act",Female,Male,MotherOf
"Eirene Doukaina, wife of Alexios I","Nikephoros Bryennios, kaisar, husband of Anna Komnene",Female,Male,MotherOf
"Eirene Doukaina, wife of Alexios I","Michael Iasites, husband of Eudokia, daughter of Alexios I",Female,Male,MotherOf
"Eirene Doukaina, wife of Alexios I","Konstantinos Doukas porphyrogennetos, son of Michael VII",Female,Male,MotherOf
"Eirene Doukaina, wife of Alexios I","Eirene-Piroska, wife of Ioannes II Komnenos",Female,,MotherOf
"Eirene Doukaina, wife of Alexios I","Konstantinos Kourtikios, son-in-law of Eirene Doukaina",Female,,MotherOf
"Eirene Doukaina, wife of Alexios I","Eirene, wife of Andronikos Komnenos (son of Alexios I)",Female,,MotherOf
"Eirene Doukaina, wife of Alexios I","Eirene, wife of Isaakios Komnenos (son of Alexios I)",Female,,MotherOf
"Ioannes Taronites (Taronitopoulos), doux of Skopje",Emperor Alexios I Komnenos,Male,Male,MotherOf
"Kaletza, mother-in-law of tax-payer at Dobrobikeia","Blasios Stromonites, tax-payer at chorion of Dobrobikeia",Female,Male,MotherOf
"Maria of Bulgaria, wife of Andronikos Doukas",Georgios Palaiologos,Female,Male,MotherOf
mother-in-law of Michael Attaleiates,Michael Attaleiates,Female,Male,MotherOf
"Anna, paroikos at Baris (Meander valley)","Leon, son-in-law of paroiikos Anna at Baris (Meander valley)",Female,Male,MotherOf
"Kale, paroikos at Gamma (Meander region)","Anna, daughter-in-law of paroikos Kale at Gamma (Meander region)",Male,Female,MotherOf
mother-in-law of Theodoros Dokeianos,Theodoros Dokeianos,Female,Male,MotherOf
"Sophronia, widow, mother-in-law of Michael","Michael, son-in-law of the widow Sophronia",Female,Male,MotherOf
"Poletiane, widow, daughter of Basileios Chage",Georgios Roslinos,Male,Male,MotherOf
"Beatrice, countess of Tuscany",son-in-law of Beatrice of Tuscany,,,MotherOf
Anna Dalassene,"Maria of Bulgaria, wife of Andronikos Doukas",Female,Female,RelativeOf
"Ioannes Doukas, kaisar","Nikephoros Palaiologos, advisor to Romanos IV and Nikephoros III",Male,Male,RelativeOf
Konstantinos Choirosphaktes,Emperor Nikephoros III Botaneiates,Male,Male,RelativeOf
"Maria of Bulgaria, wife of Andronikos Doukas",Anna Dalassene,Female,Female,RelativeOf
Emperor Michael VII Doukas,Robert Guiscard,Male,Male,RelativeOf
Emperor Nikephoros III Botaneiates,Konstantinos Choirosphaktes,Male,Male,RelativeOf
"Nikephoros Palaiologos, advisor to Romanos IV and Nikephoros III","Ioannes Doukas, kaisar",Male,Male,RelativeOf
"Petros III, patriarch of Antioch",relative by marriage of patriarch Petros III of Antioch,Male,,RelativeOf
Robert Guiscard,Emperor Michael VII Doukas,Male,Male,RelativeOf
"Himerios, monk (?) on Mount Galesion","Ioannes Mitas, official in Thrakesion",Male,Male,RelativeOf
"Ioannes Mitas, official in Thrakesion","Himerios, monk (?) on Mount Galesion",Male,Male,RelativeOf
writer known to Michael Psellos,"magistros, relative of writer known to Michael Psellos",Male,Male,RelativeOf
"magistros, relative of writer known to Michael Psellos",writer known to Michael Psellos,Male,Male,RelativeOf
relative by marriage of patriarch Petros III of Antioch,"Petros III, patriarch of Antioch",,Male,RelativeOf
Emperor Romanos III Argyros,Emperor Konstantinos VIII,Male,Male,RelativeOf
"Anna Komnene, daughter of Alexios I and historian",Anna Dalassene,Female,Female,GrandDaughterOf
"Anna Komnene, daughter of Alexios I and historian","Ioannes Komnenos, father of Alexios I",Female,Male,GrandDaughterOf
"Anna Komnene, daughter of Alexios I and historian","Maria of Bulgaria, wife of Andronikos Doukas",Female,Female,GrandDaughterOf
"Eirene Doukaina, wife of Alexios I","Ioannes Doukas, kaisar",Female,Male,GrandDaughterOf
"Eirene Doukaina, wife of Alexios I","Eirene Pegonitissa, wife of Ioannes the kaisar",Female,Female,GrandDaughterOf
"Eirene Doukaina, wife of Alexios I","Traianos/Trojan, son of John Vladislav of Bulgaria",Female,,GrandDaughterOf
Empress Zoe,Emperor Romanos II,Female,,GrandDaughterOf
"daughter (Anna?) of Manuel Komnenos, brother of Alexios I",Anna Dalassene,Female,Female,GrandDaughterOf
daughter of donor to monastery of Nea Kome,mother of wife of donor to Nea Kome (monastery),Female,Female,GrandDaughterOf
daughter of donor to monastery of Nea Kome,father of wife of donor to Nea Kome (monastery),Female,Male,GrandDaughterOf
granddaughter of Mororeon,Mororeon (?),Female,Male,GrandDaughterOf
"Theophano, daughter of Agathe","Pankratios Taronites, patrikios",Female,Male,GrandDaughterOf
"Theophano, daughter of Agathe","Helena, daughter of magistros and raiktor Michael",Female,,GrandDaughterOf
"Anna Komnene, daughter of Alexios I and historian","Konstantinos Doukas porphyrogennetos, son of Michael VII",Female,Male,PartnerOf
"Zoe Doukaina, daughter of Konstantinos X","Adrianos Komnenos, brother of Alexios I",Female,Male,PartnerOf
daughter of Theodoros Karmalikios,son of Basileios Kalokairos,Female,Male,PartnerOf
daughter (Maria?) of Isaakios Komnenos (brother of Alexios I),"Gregorios Gabras, son of Theodoros Gabras",Female,Male,PartnerOf
"Anna Komnene, daughter of Alexios I and historian",Emperor Manuel I Komnenos,Female,,AuntOf
"Eirene Doukaina, wife of Alexios I","Nikephoros Doukas Palaiologos, sebastos",Female,,AuntOf
"Maria, daughter of Stephanos Sthlabotas","Anna, landowner at Thessalonike",Female,Female,AuntOf
"Maria, daughter of Stephanos Sthlabotas","Agathe, landowner at Thessalonike",Female,Female,AuntOf
"second wife of Konstantinos IX, aunt of Maria Skleraina","Maria Skleraina, mistress of Konstantinos IX",Female,Female,AuntOf
"Maria, daughter of protospatharios Theodoros Gymnos","Theodora, donor of estate to Esphigmenou",Female,Female,AuntOf
"first wife of Romanos IV, sister of Samuel Alousianos",Emperor Romanos IV Diogenes,Female,Male,WifeOf
"Bebdene, first wife of Nikephoros III Botaneiates",Emperor Nikephoros III Botaneiates,Female,Male,WifeOf
"Helena, first wife of Romanos III",Emperor Romanos III Argyros,Female,Male,WifeOf
"Sophia, first wife of Michael Attaleiates",Michael Attaleiates,Female,Male,WifeOf
"first wife of Alexios I Komnenos, daughter of an Argyros",Emperor Alexios I Komnenos,Female,Male,WifeOf
"Eirene, wife of paroikos Theodoulos at Baris (Meander valley)","Theodoulos, paroikos at Baris (Meander valley)",Female,Male,WifeOf
"Auberee/Alberada of Buonalbergo, first wife of Robert Guiscard",Robert Guiscard,Female,Male,WifeOf
first wife of proedros Nikephoros Kephalas,"Nikephoros Kephalas, proedros and Lavra donor",Female,Male,WifeOf
child (daughter?) of Alp Arslan,child (son?) of Romanos IV,Female,Male,WifeOf
"Helena-Olympias, daughter of Robert Guiscard","Konstantinos Doukas porphyrogennetos, son of Michael VII",Female,Male,WifeOf
"Euphemia, adopted daughter of Michael Psellos","Elpidios Kenchres, affianced son-in-law of Michael Psellos",Female,Male,WifeOf
"daughter (Anna?) of Manuel Komnenos, brother of Alexios I","Botaneiates, grandson (Nikephoros?) of Nikephoros III",Female,Male,WifeOf
daughter of protospatharios and strategos Melias,son of Andronikos Balantes,Female,Male,WifeOf
"Maria, daughter of Mitze","Kosmas, son of Kale",Female,Male,WifeOf
"Batatzina, supporter of Bryennios at Raidestos in 1077",Nikephoros Bryennios usurper [1077],Female,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"magistros and krites, related by marriage to Michael Psellos",Male,Male,RelativeOf
Nikephoros Bryennios usurper [1077],"Batatzina, supporter of Bryennios at Raidestos in 1077",Male,Female,RelativeOf
"magistros and krites, related by marriage to Michael Psellos",Michael Psellos (named Konstantinos till tonsure in 1054),Male,Male,RelativeOf
"Niketas, synkellos and chartophylax, son of Koronis","Niketas Stethatos, monk, then hegoumenos of Stoudios",,Male,FatherOf
Bohemond of Taranto,"Bohemond, Turkish godson of Bohemond of Taranto",Male,Male,FatherOf
"Niketas Stethatos, monk, then hegoumenos of Stoudios","Niketas, deacon of Hagia Sophia and ecumenical didaskalos",Male,,FatherOf
"(Ioannes) Bryennios the patrikios, father of the kaisar","Nikephoros Bryennios, kaisar, husband of Anna Komnene",Male,Male,FatherOf
"Janah al-Dawla, amir of Homs","Fakhr al-Mulk Ridwan, ruler of Aleppo",,Male,FatherOf
Emperor Romanos IV Diogenes,"Andronikos Doukas, brother of Michael VII",Male,Male,FatherOf
Emperor Romanos IV Diogenes,Emperor Michael VII Doukas,Male,Male,FatherOf
Emperor Romanos IV Diogenes,"Konstantios Doukas, brother of Michael VII",Male,Male,FatherOf
second husband who provided guarantors for his stepchildren,woman whose dowry came from her step-father's guarantors,Male,Female,FatherOf
"Niketas, deacon of Hagia Sophia and ecumenical didaskalos","Niketas Stethatos, monk, then hegoumenos of Stoudios",,Male,SonOf
"Niketas Stethatos, monk, then hegoumenos of Stoudios","Niketas, synkellos and chartophylax, son of Koronis",Male,,SonOf
"Bohemond, Turkish godson of Bohemond of Taranto",Bohemond of Taranto,Male,Male,SonOf
"Tornikios, relative of Theophylaktos of Ohrid","Theophylaktos, archbishop of Ohrid",Male,Male,HusbandOf
"Konstantinos Diogenes, father of Romanos IV",Emperor Romanos III Argyros,Male,Male,HusbandOf
"Kekaumenos, grandfather of author","Kekaumenos, author of the Strategikon",Male,Male,GrandFatherOf
"Ioannes Komnenos, father of Alexios I","Anna Komnene, daughter of Alexios I and historian",Male,Female,GrandFatherOf
"Kekaumenos, author of the Strategikon","Nikoulitzas Delphinas, official at Larissa",Male,Male,FatherOf
"Nikoulitzas Delphinas, official at Larissa","Kekaumenos, author of the Strategikon",Male,Male,FatherOf
"Bebdene, first wife of Nikephoros III Botaneiates",Emperor Nikephoros III Botaneiates,Female,Male,WifeOf
"Eirene of Larissa, second wife of Radomir of Bulgaria","Radomir, son of Samuel of Bulgaria",Female,Male,WifeOf
Empress Eudokia Makrembolitissa,Emperor Romanos IV Diogenes,Female,Male,WifeOf
"Gaita/Sykelgaite, second wife of Robert Guiscard",Robert Guiscard,Female,Male,WifeOf
"Maria of Alania, empress",Emperor Nikephoros III Botaneiates,Female,Male,WifeOf
Empress Zoe,Emperor Romanos III Argyros,Female,Male,WifeOf
"Eirene, second wife of Michael Attaleiates",Michael Attaleiates,Female,Male,WifeOf
"second wife of Konstantinos IX, aunt of Maria Skleraina",Emperor Konstantinos IX Monomachos,Female,Male,WifeOf
"Maria, wife of paroikos Theodoulos at Baris (Meander valley)","Theodoulos, paroikos at Baris (Meander valley)",Female,Male,WifeOf
second wife of proedros Nikephoros Kephalas,"Nikephoros Kephalas, proedros and Lavra donor",Female,Male,WifeOf
Armenian second wife [Arda?] of Baldwin I of Jerusalem,"Baldwin of Boulogne, Baldwin I, king of Jerusalem",Female,Male,WifeOf
"second wife of Konstantinos, nephew of Michael Keroularios","Konstantinos, nephew of patriarch Michael I Keroularios",Female,Male,WifeOf
"second wife of Traulos, daughter of Pecheneg leader","Traulos, former Manichaean and servant of Alexios Komnenos",Female,,WifeOf
second wife of Romanised barbarian,Romanised barbarian,Female,Male,WifeOf
second wife of Mororeon,Mororeon (?),Female,Male,WifeOf
Bohemond of Taranto,"Tancred of Hauteville, nephew of Bohemond of Taranto",Male,Male,UncleOf
"Ioannes Doukas, brother of Eirene Doukaina","Anna Komnene, daughter of Alexios I and historian",Male,Female,UncleOf
"Ioannes the Orphanotrophos, brother of Michael IV",Emperor Michael V Kalaphates,Eunuch,Male,UncleOf
"Michael Doukas, brother of Eirene Doukaina","Anna Komnene, daughter of Alexios I and historian",,Female,UncleOf
Bohemond of Taranto,"Roger II, king of Sicily",Male,,RelativeOf
"Bertrand of St Gilles, count of Tripoli","William Jordan, count of Cerdagne",Male,Male,RelativeOf
Franco of Mechelen,Henry of Esch,Male,Male,RelativeOf
Henry of Esch,Franco of Mechelen,Male,Male,RelativeOf
Henry of Esch,Sigemar of Mechelen,Male,Male,RelativeOf
Sigemar of Mechelen,Henry of Esch,Male,Male,RelativeOf
"William Jordan, count of Cerdagne","Bertrand of St Gilles, count of Tripoli",Male,Male,RelativeOf
Bohemond of Taranto,Roger I of Sicily,Male,Male,BrotherOf
Bohemond of Taranto,Guy of Hauteville,Male,Male,UncleOf
Bohemond of Taranto,Robert Guiscard,Male,Male,SonOf
"Konstantinos Doukas, son of Kaisar Ioannes","Eirene Pegonitissa, wife of Ioannes the kaisar",Male,Female,SonOf
Bohemond of Taranto,Richard of the Principate,Male,Male,UncleOf
"Isaakios Komnenos, son of Alexios I",Emperor Manuel I Komnenos,Male,,UncleOf
Abu-l-fath (compilation of Alp Arslan and Malik Shah),Qilij Arslan ibn Sulayman ibn Qutlumish,Male,Male,UncleOf
"Samuel, Armenian archbishop","Theodoros, nephew of Armenian archbishop Samuel",Male,Male,UncleOf
"Demetrios Polemarchios, grandfather of Kekaumenos","Kekaumenos, author of the Strategikon",Male,Male,GrandFatherOf
"Eirene Doukaina, wife of Alexios I","Ioannes Komnenos, father of Alexios I",Female,Male,DaughterInLawOf
"Eirene Doukaina, wife of Alexios I",Anna Dalassene,Female,Female,DaughterInLawOf
"Maria of Bulgaria, wife of Andronikos Doukas","Ioannes Doukas, kaisar",Female,Male,DaughterInLawOf
"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Anna Dalassene,Female,Female,DaughterInLawOf
"Anna, daughter-in-law of paroikos Kale at Gamma (Meander region)","Kale, paroikos at Gamma (Meander region)",Female,Male,DaughterInLawOf
"Maria, daughter-in-law of epoikos Konstantinos Kalamiotes Persikoures on Patmos","Konstantinos Kalamiotes Persikoures, epoikos on Patmos",Female,Male,DaughterInLawOf
"Eirene, daughter of Eustathios Boilas",Eustathios Boilas,Female,Male,DaughterOf
Empress Zoe,Emperor Konstantinos VIII,Female,Male,DaughterOf
"Gagik II, king of Armenia","Ioannes Smbat, king of Armenia",Male,Male,SonOf
"Helena-Olympias, daughter of Robert Guiscard","Konstantinos Doukas porphyrogennetos, son of Michael VII",Female,Male,WifeOf
"Ioannes Doukas, kaisar",Emperor Michael VII Doukas,Male,Male,NephewOf
"Theodoros, nephew of Armenian archbishop Samuel","Samuel, Armenian archbishop",Male,Male,NephewOf
"Ioannes Komnenos, father of Alexios I",Manuel Komnenos Erotikos,Male,Male,SonOf
"Konstantinos Doukas, son of Kaisar Ioannes","Ioannes Doukas, kaisar",Male,Male,SonOf
